"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"14:44:39,6167295","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Compatibility32\sodinokibi","NAME NOT FOUND","Length: 172"
"14:44:39,6167479","sodinokibi.exe","8376","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Compatibility32","SUCCESS",""
"14:44:39,6167864","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\Wow6432Node\Microsoft\Windows NT\CurrentVersion\IME Compatibility","NAME NOT FOUND","Desired Access: Read"
"14:44:39,6173584","sodinokibi.exe","8376","RegOpenKey","HKLM","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"14:44:39,6173971","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:39,6174106","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: Name"
"14:44:39,6174347","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS","Desired Access: Read"
"14:44:39,6174717","sodinokibi.exe","8376","RegSetInfoKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:39,6174878","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Windows\LoadAppInit_DLLs","SUCCESS","Type: REG_DWORD, Length: 4, Data: 0"
"14:44:39,6175080","sodinokibi.exe","8376","RegCloseKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\Windows NT\CurrentVersion\Windows","SUCCESS",""
"14:44:39,6178367","sodinokibi.exe","8376","RegQueryKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options","SUCCESS","Query: HandleTags, HandleTags: 0x400"
"14:44:39,6178500","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Image File Execution Options\sodinokibi.exe","NAME NOT FOUND","Desired Access: Query Value, Enumerate Sub Keys"
"14:44:39,6182990","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\ca967c75-04bf-40b5-9a16-98b5f9332a92","NAME NOT FOUND","Length: 528"
"14:44:39,6184952","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\b6fd710b-f783-4b1c-ab9c-c68099dcc0c7","NAME NOT FOUND","Length: 528"
"14:44:39,6186122","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\bf30465b-e93c-46fd-9cdf-f41c8904a01f","NAME NOT FOUND","Length: 528"
"14:44:39,6187159","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\c1376338-0984-48b8-b933-9c7d779fd84d","NAME NOT FOUND","Length: 528"
"14:44:39,6190490","sodinokibi.exe","8376","QueryNameInformationFile","C:\Users\Cuckoo\Downloads\sodinokibi.exe","SUCCESS","Name: \Users\Cuckoo\Downloads\sodinokibi.exe"
"14:44:40,0991476","sodinokibi.exe","8376","CreateFile","C:\Users\Cuckoo\Downloads\msvcr100.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,0993747","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\msvcr100.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,0997208","sodinokibi.exe","8376","CreateFile","C:\Windows\System\msvcr100.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1004852","sodinokibi.exe","8376","CreateFile","C:\Windows\msvcr100.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1010942","sodinokibi.exe","8376","CreateFile","C:\Users\Cuckoo\Downloads\msvcr100.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1015462","sodinokibi.exe","8376","CreateFile","C:\Python27\msvcr100.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1023426","sodinokibi.exe","8376","CreateFile","C:\Python27\Scripts\msvcr100.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1028797","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\msvcr100.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1031349","sodinokibi.exe","8376","CreateFile","C:\Windows\msvcr100.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1033401","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\wbem\msvcr100.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1035573","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\WindowsPowerShell\v1.0\msvcr100.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1038189","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\OpenSSH\msvcr100.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1040692","sodinokibi.exe","8376","CreateFile","C:\Users\Cuckoo\AppData\Local\Microsoft\WindowsApps\msvcr100.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1042278","sodinokibi.exe","8376","CreateFile","C:\Program Files\Python27\msvcr100.dll","PATH NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1047012","sodinokibi.exe","8376","CreateFile","C:\Users\Cuckoo\Downloads\winhttp.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1048986","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\winhttp.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,1049918","sodinokibi.exe","8376","QueryBasicInformationFile","C:\Windows\SysWOW64\winhttp.dll","SUCCESS","CreationTime: 25/04/2022 10:23:41, LastAccessTime: 25/04/2022 14:33:25, LastWriteTime: 25/04/2022 10:23:41, ChangeTime: 25/04/2022 10:39:32, FileAttributes: A"
"14:44:40,1050042","sodinokibi.exe","8376","CloseFile","C:\Windows\SysWOW64\winhttp.dll","SUCCESS",""
"14:44:40,1051164","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\winhttp.dll","SUCCESS","Desired Access: Read Data/List Directory, Execute/Traverse, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,1051896","sodinokibi.exe","8376","CreateFileMapping","C:\Windows\SysWOW64\winhttp.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"14:44:40,1052940","sodinokibi.exe","8376","CreateFileMapping","C:\Windows\SysWOW64\winhttp.dll","SUCCESS","SyncType: SyncTypeOther"
"14:44:40,1055385","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\winhttp.dll","SUCCESS","Image Base: 0x75450000, Image Size: 0xc9000"
"14:44:40,1061570","sodinokibi.exe","8376","CloseFile","C:\Windows\SysWOW64\winhttp.dll","SUCCESS",""
"14:44:40,1087908","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\ole32.dll","SUCCESS","Image Base: 0x75ae0000, Image Size: 0xe3000"
"14:44:40,1092380","sodinokibi.exe","8376","Load Image","C:\Windows\SysWOW64\combase.dll","SUCCESS","Image Base: 0x75d40000, Image Size: 0x280000"
"14:44:40,1100774","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,1100944","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: Name"
"14:44:40,1101309","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\OLE","REPARSE","Desired Access: Read"
"14:44:40,1102948","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS","Desired Access: Read"
"14:44:40,1103697","sodinokibi.exe","8376","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,1104051","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorUseSystemHeap","NAME NOT FOUND","Length: 20"
"14:44:40,1104390","sodinokibi.exe","8376","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"14:44:40,1104916","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,1105120","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: Name"
"14:44:40,1105491","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\OLE","REPARSE","Desired Access: Read"
"14:44:40,1106025","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS","Desired Access: Read"
"14:44:40,1106824","sodinokibi.exe","8376","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,1107429","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\PageAllocatorSystemHeapIsPrivate","NAME NOT FOUND","Length: 20"
"14:44:40,1107731","sodinokibi.exe","8376","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"14:44:40,1108029","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,1108224","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: Name"
"14:44:40,1108584","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\WOW6432Node\Microsoft\OLE","REPARSE","Desired Access: Read"
"14:44:40,1109148","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS","Desired Access: Read"
"14:44:40,1109796","sodinokibi.exe","8376","RegSetInfoKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,1110005","sodinokibi.exe","8376","RegQueryValue","HKLM\SOFTWARE\Microsoft\Ole\AggressiveMTATesting","NAME NOT FOUND","Length: 16"
"14:44:40,1110271","sodinokibi.exe","8376","RegCloseKey","HKLM\SOFTWARE\Microsoft\Ole","SUCCESS",""
"14:44:40,1112964","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,1113216","sodinokibi.exe","8376","RegOpenKey","HKLM","SUCCESS","Desired Access: Read"
"14:44:40,1113468","sodinokibi.exe","8376","RegSetInfoKey","HKLM","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,1113790","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"14:44:40,1114088","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"14:44:40,1114962","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\AppModel\Lookaside\Packages","NAME NOT FOUND","Desired Access: Read"
"14:44:40,1115573","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"14:44:40,1115791","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"14:44:40,1116269","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"14:44:40,1116567","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\Microsoft\Ole","SUCCESS","Desired Access: Read"
"14:44:40,1118151","sodinokibi.exe","8376","RegOpenKey","HKCU","SUCCESS","Desired Access: Read"
"14:44:40,1118465","sodinokibi.exe","8376","RegSetInfoKey","HKCU","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,1118844","sodinokibi.exe","8376","RegQueryKey","HKCU","SUCCESS","Query: HandleTags, HandleTags: 0x100"
"14:44:40,1119190","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\Local Settings","REPARSE","Desired Access: Read"
"14:44:40,1119745","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\Local Settings","SUCCESS","Desired Access: Read"
"14:44:40,1120133","sodinokibi.exe","8376","RegCloseKey","HKCU","SUCCESS",""
"14:44:40,1120465","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,1120669","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: Name"
"14:44:40,1121033","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"14:44:40,1121398","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,1121695","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: Name"
"14:44:40,1122005","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole\FeatureDevelopmentProperties","NAME NOT FOUND","Desired Access: Read"
"14:44:40,1122800","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,1122986","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: Name"
"14:44:40,1123476","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft\Ole","NAME NOT FOUND","Desired Access: Read"
"14:44:40,1123790","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,1123998","sodinokibi.exe","8376","RegQueryKey","HKCU\Software\Classes\Local Settings","SUCCESS","Query: Name"
"14:44:40,1124334","sodinokibi.exe","8376","RegOpenKey","HKCU\Software\Classes\Local Settings\Software\Microsoft","SUCCESS","Desired Access: Read"
"14:44:40,1124773","sodinokibi.exe","8376","RegSetInfoKey","HKCU\Software\Classes\Local Settings\Software\Microsoft","SUCCESS","KeySetInformationClass: KeySetHandleTagsInformation, Length: 0"
"14:44:40,1125756","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,1125952","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: Name"
"14:44:40,1126317","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\OLE\Tracing","REPARSE","Desired Access: Read"
"14:44:40,1126846","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Ole\Tracing","NAME NOT FOUND","Desired Access: Read"
"14:44:40,1128704","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\1aff6089-e863-4d36-bdfd-3581f07440be","NAME NOT FOUND","Length: 528"
"14:44:40,1130476","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f0558438-f56a-5987-47da-040ca75aef05","NAME NOT FOUND","Length: 528"
"14:44:40,1133500","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\c7e09e2a-c663-5399-af79-2fccd321d19a","NAME NOT FOUND","Length: 528"
"14:44:40,1134778","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\703fcc13-b66f-5868-ddd9-e2db7f381ffb","NAME NOT FOUND","Length: 528"
"14:44:40,1137016","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"14:44:40,1137714","sodinokibi.exe","8376","RegQueryKey","HKLM","SUCCESS","Query: Name"
"14:44:40,1138129","sodinokibi.exe","8376","RegOpenKey","HKLM\Software\WOW6432Node\Microsoft\OLE\Tracing","REPARSE","Desired Access: Read"
"14:44:40,1138733","sodinokibi.exe","8376","RegOpenKey","HKLM\SOFTWARE\Microsoft\Ole\Tracing","NAME NOT FOUND","Desired Access: Read"
"14:44:40,1140112","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\1aff6089-e863-4d36-bdfd-3581f07440be","NAME NOT FOUND","Length: 528"
"14:44:40,1141181","sodinokibi.exe","8376","RegQueryValue","HKLM\System\CurrentControlSet\Control\WMI\Security\f0558438-f56a-5987-47da-040ca75aef05","NAME NOT FOUND","Length: 528"
"14:44:40,1148944","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,1151297","sodinokibi.exe","8376","QueryBasicInformationFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","CreationTime: 06/10/2021 15:40:27, LastAccessTime: 25/04/2022 14:33:24, LastWriteTime: 06/10/2021 15:40:27, ChangeTime: 25/04/2022 10:40:15, FileAttributes: A"
"14:44:40,1151643","sodinokibi.exe","8376","CloseFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS",""
"14:44:40,1154691","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","Desired Access: Read Data/List Directory, Synchronize, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,1156080","sodinokibi.exe","8376","CreateFileMapping","C:\Windows\SysWOW64\oleaut32.dll","FILE LOCKED WITH ONLY READERS","SyncType: SyncTypeCreateSection, PageProtection: PAGE_EXECUTE_READWRITE|PAGE_NOCACHE"
"14:44:40,1156358","sodinokibi.exe","8376","QueryStandardInformationFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","AllocationSize: 610.304, EndOfFile: 606.888, NumberOfLinks: 2, DeletePending: False, Directory: False"
"14:44:40,1156934","sodinokibi.exe","8376","CreateFileMapping","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS","SyncType: SyncTypeOther"
"14:44:40,1158678","sodinokibi.exe","8376","CloseFile","C:\Windows\SysWOW64\oleaut32.dll","SUCCESS",""
"14:44:40,1164905","sodinokibi.exe","8376","CreateFile","C:\Users\Cuckoo\Downloads\winmm.dll","NAME NOT FOUND","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"14:44:40,1168323","sodinokibi.exe","8376","CreateFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"14:44:40,1170889","sodinokibi.exe","8376","QueryBasicInformationFile","C:\Windows\SysWOW64\winmm.dll","SUCCESS","CreationTime: 06/10/2021 15:40:12, LastAccessTime: 25/04/2022 14:33:24, LastWriteTime: 06/10/2021 15:40:12, ChangeTime: 25/04/2022 10:25:13, FileAttributes: A"
